,FLA1 amount,RAM1 amount,LAN speed,802dot11,Release
AWB RG300,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bg,
EnGenius EAP600,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
TRENDnet TEW-813DRU V1.0R,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
TP-LINK TL-WDR4900 v1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
ASUS RT-AC55UHP,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
ASUS RT-N76U,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,
Netgear D6200v2,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
EnGenius ECB600,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
D-Link DIR-825 rev C1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
Linksys EA6400,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Netgear JR6100,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,2013
D-Link DWL-2600AP,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,unspecified,bgn,2012
Netgear WNDR3700v5,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2014
Compex MMZ344,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
TP-LINK Archer C7 v1.x,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Open-Mesh MR900 v1,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
Belkin F9K1112,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2012
D-Link DIR-835 rev A1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
D-Link DIR-860L rev B1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Netgear D6200v1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
SMC SMCD3GNV v2?,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2012
D-Link DIR-657,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2011
Shenzhen MTN Electronics MTO-WR976N,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,
Western Digital My Net N600,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn,2012
Linksys EA6350,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Edimax EW-7679WAC,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Sagemcom F@st 3965CV,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
Aruba Networks RAP-3WNP,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,2012
Netgear WNR3500Lv2,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2011
Cisco Meraki MR24,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2011
D-Link DAP-2590 rev A2,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2008
Netgear JNR3210,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2012
Netgear R6300 v1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2012
Open-Mesh MR900 v2,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
TP-LINK TL-WDR3500,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn,2012
ASUS RT-AC1200GP,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2015
ASUS RT-AC56S,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,
Linksys EA6300 v1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Zoom 5363,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Linksys EA6500 v1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2012
Netgear R6220,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
AirTies Air 4452,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn,
Ruckus Wireless ZoneFlex 7055,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
AVM FRITZ!Box WLAN 3370,512 MiB536870912 B4194304 Kib524288 KiB4096 Mib0.5 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2010
TP-LINK Archer C8 v2.x,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,
EnGenius ESR1200,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Juniper Networks WLA321,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
D-Link DIR-868L rev A1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Netgear R6050,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
TRENDnet TEW-812DRU v1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Linksys EA4500 v3,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2015
Netgear WNAP320,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2010
Netgear WNDR4300v2,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2014
Netgear WNDAP330,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2008
EnGenius EAP1750H,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
D-Link DAP-2660 rev A1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Senao CAP4200AG,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
Sagemcom F@ST 4350,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2014
Netgear FVS318N,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2011
TP-LINK Archer C5 v2.x,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,
D-Link DGL-5500 rev A1,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
D-Link DHP-1565 rev A1,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2011
Buffalo WZR-600DHP,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
Linksys EA6100,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,2014
Netgear DGND3800B,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,
TP-LINK TL-WDR4300,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
Compex MMZ558,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,
JCG JHR-N936R,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
EnGenius EAP900,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
D-Link DWL-3600AP,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2011
Technicolor TC8305C,64 MiB67108864 B524288 Kib65536 KiB512 Mib0.0625 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2012
ASUS RT-N54U,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn,
TP-LINK TL-WDR4900 v2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
D-Link DIR-836L rev A1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
BelAir Networks BelAir20E-11,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2011
Kasda KA1750,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Itian SQ201W,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,,bg,2006
ZTE MF28D,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,
Netgear WAC120,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
SmartRG SR505N,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,2012
Aruba Networks RAP-3WN,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,2012
Netgear WNDR4500v1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2011
Huawei WS831 (Honor Cube),16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,2015
D-Link DIR-655 rev C1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2013
Actiontec MI424WR rev G,64 MiB67108864 B524288 Kib65536 KiB512 Mib0.0625 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2010
D-Link DIR-859 rev A1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2015
Arris SBG6700-AC,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Meraki Z1,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
ASUS 4G-AC55U,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
ASUS RT-AC54U,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,
Netgear R6000,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,2013
Linksys LAPN300,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2014
BelAir Networks BelAir20EO,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
TP-LINK Archer VR900 v1.0,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2015
ASUS DSL-N55U C1,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,
Huawei AP6610DN-AGN-US,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
AVM FRITZ!Box Fon WLAN 7360 SL,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,
TP-LINK Archer C9 v2.x,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,
Motorola SURFboard SBG6782-AC,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
D-Link DSR-500N,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2010
Netgear D6300,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Netgear JR6150,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Linksys EA6300 (unk.),,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
Hitron CGNV,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2013
Netgear WNDR3800,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2011
Linksys E1700,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2013
Netgear SRXN3205,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2008
ASUS RT-AC55U,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2015
Western Digital My Net AC1300,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2012
ZyXEL NBG4615 v2,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2012
ASUS EA-AC87,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,an+ac,2014
ASUS RT-N16,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2009
TP-LINK Archer C9 v1.x,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
EnGenius ESR900,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
TP-LINK TL-WDR4310,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
ASUS DSL-N17U,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2015
Ubiquiti Networks Rocket M2 Titanium,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2009
D-Link DIR-626L rev A1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,2012
Lenovo Newifi mini,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,
Securifi Almond (2014),32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,2014
ZyXEL NBG5615,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
Buffalo WHR-1166D,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,2013
D-Link DIR-627,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bgn,2010
ASUS RT-AC1200HP,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,2015
ZyXEL NBG6616,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Watchguard Firebox Edge X20e-W / X20eW,64 MiB67108864 B524288 Kib65536 KiB512 Mib0.0625 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,bg,2006
TP-LINK Touch P5,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2015
Buffalo WZR-HP-AG300H,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2011
Kasda KA1200,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,
Buffalo WZR-D1100H,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2012
Aruba Networks AP-104,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,bgn,2012
D-Link DIR-863 rev A1,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
MikroTik RouterBOARD 953GS-5HnT (RB953GS-5HnT),128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,an,2014
Cisco WAP551,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
BT Home Hub 5,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2013
ZyXEL NBG5715,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2011
Huawei WS860s (Honor Cube),16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
CradlePoint MBR1400 v1,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2011
Buffalo AirStation WSR-1166DHP,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2015
Virgin Media Super Hub 2,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2013
Netgear WNDR4500v2,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn,2012
TP-LINK Archer D9 v1.x,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
Netgear R6100,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100,abgn+ac,2013
D-Link DIR-818L rev A1,,128 MiB134217728 B1048576 Kib131072 KiB1024 Mib0.125 GiB,10/100/1000,abgn+ac,2014
